"raw_text","aspectTerms"
"The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.","[{'term': 'vegetarian entree', 'polarity': 'positive'}, {'term': ""Abby's treasure"", 'polarity': 'positive'}, {'term': 'wintermelon', 'polarity': 'positive'}, {'term': 'assortment of fresh mushrooms and vegetables', 'polarity': 'positive'}]"
"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.","[{'term': 'waitstaff', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'neutral'}]"
"The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).","[{'term': 'coat check girls', 'polarity': 'negative'}, {'term': 'coat check girls', 'polarity': 'negative'}]"
"The only fallback on this restaurant is the prices.","[{'term': 'prices', 'polarity': 'negative'}]"
"The only friendly staff member was the guy at the bar.","[{'term': 'staff member', 'polarity': 'positive'}, {'term': 'bar', 'polarity': 'neutral'}, {'term': 'guy', 'polarity': 'positive'}]"
"The only positive was the wait staff, which was prompt, knowledgable, and likeable.","[{'term': 'wait staff', 'polarity': 'positive'}]"
"The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese.","[{'term': 'menu items', 'polarity': 'negative'}]"
"The only problem is that the manager is a complete incompetent.","[{'term': 'manager', 'polarity': 'negative'}]"
"The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.","[{'term': 'Grilled Chicken special with Edamame Puree', 'polarity': 'neutral'}]"
"The only thing more wonderful than the food (which is exceptional) is the service.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
"The only thing the waiters don't do for you is wipe your chin when you leave.","[{'term': 'waiters', 'polarity': 'positive'}]"
"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.","[{'term': 'bottle', 'polarity': 'neutral'}, {'term': 'waitress', 'polarity': 'negative'}, {'term': 'price', 'polarity': 'negative'}]"
"The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.","[{'term': 'three course meal', 'polarity': 'positive'}]"
"The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.","[{'term': 'outdoor atmosphere', 'polarity': 'positive'}]"
"The overall price tag was very very expensive, something I did expect.","[{'term': 'price tag', 'polarity': 'negative'}]"
"The owner and staff are all Japanese as well and that adds to the entire ambiance.","[{'term': 'staff', 'polarity': 'positive'}, {'term': 'ambiance', 'polarity': 'positive'}, {'term': 'owner', 'polarity': 'positive'}]"
"The owner is very friendly and a great guy, go try his pizza, you'll like it!","[{'term': 'owner', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'positive'}]"
"The owner truly caters to all your needs.","[{'term': 'owner', 'polarity': 'positive'}]"
"The owners and employees are friendly and their pizza is fantastic.","[{'term': 'owners', 'polarity': 'positive'}, {'term': 'employees', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'positive'}]"
"The palak paneer was standard, and I was not a fan of the malai kofta.","[{'term': 'palak paneer', 'polarity': 'neutral'}, {'term': 'malai kofta', 'polarity': 'neutral'}]"
"The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.","[{'term': 'parathas', 'polarity': 'positive'}, {'term': 'kebabs', 'polarity': 'positive'}]"
"The people in the restaurant were pretty obnoxious and loud.","[{'term': 'people', 'polarity': 'negative'}]"
"The people that work there are always so friendly you forget you are in New York sometimes.","[{'term': 'people', 'polarity': 'positive'}]"
"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'people with carts of food', 'polarity': 'negative'}]"
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.","[{'term': 'pesto pizza', 'polarity': 'positive'}, {'term': 'Italian chees', 'polarity': 'positive'}, {'term': 'thin-crust pizza', 'polarity': 'positive'}]"
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.","[{'term': 'menu', 'polarity': 'positive'}, {'term': 'fried chicken', 'polarity': 'neutral'}, {'term': 'pork chop', 'polarity': 'neutral'}, {'term': 'noodle dishes', 'polarity': 'neutral'}]"
"The photos of the restaurant in its web site are way better than the real look.","[{'term': 'look', 'polarity': 'negative'}]"
"The pickles were great addition.","[{'term': 'pickles', 'polarity': 'positive'}]"
"The pizza here is delicious.","[{'term': 'pizza', 'polarity': 'positive'}]"
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","[{'term': 'pizza', 'polarity': 'positive'}, {'term': 'fresh mozzarella', 'polarity': 'positive'}, {'term': 'cheese', 'polarity': 'negative'}]"
"The pizza is delicious and the proprietor is one of the nicest in NYC.","[{'term': 'pizza', 'polarity': 'positive'}, {'term': 'proprietor', 'polarity': 'positive'}]"
"The pizza is good though.","[{'term': 'pizza', 'polarity': 'positive'}]"
"The pizza is overpriced and soggy.","[{'term': 'pizza', 'polarity': 'negative'}]"
"The pizza is the best if you like thin crusted pizza.","[{'term': 'pizza', 'polarity': 'positive'}, {'term': 'thin crusted pizza', 'polarity': 'neutral'}]"
"The pizza is yummy and I like the atmoshpere.","[{'term': 'pizza', 'polarity': 'positive'}, {'term': 'atmoshpere', 'polarity': 'positive'}]"
"The pizza was delivered cold and the cheese wasn't even fully melted!","[{'term': 'pizza', 'polarity': 'negative'}, {'term': 'cheese', 'polarity': 'negative'}]"
"The pizza was great.","[{'term': 'pizza', 'polarity': 'positive'}]"
"The pizza was pretty good and huge.","[{'term': 'pizza', 'polarity': 'positive'}]"
"The pizza was really good.","[{'term': 'pizza', 'polarity': 'positive'}]"
"The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.","[{'term': 'place', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'wine', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'served', 'polarity': 'positive'}]"
"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.","[{'term': 'seating', 'polarity': 'negative'}, {'term': 'place', 'polarity': 'negative'}]"
"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.","[{'term': 'seating', 'polarity': 'positive'}, {'term': 'bar', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
"The place is sleek, modern and playfull and i will return again frequently.","[{'term': 'place', 'polarity': 'positive'}]"
"The place is small and cramped but the food is fantastic.","[{'term': 'place', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'positive'}]"
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'negative'}]"
"The place is so cool and the service is prompt and curtious.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
"The place itself is beautiful the bar scene seems to be happening.","[{'term': 'place', 'polarity': 'positive'}, {'term': 'bar scene', 'polarity': 'positive'}]"
"The place was nice and calm.","[{'term': 'place', 'polarity': 'positive'}]"
"The place was quiet and delightful.","[{'term': 'place', 'polarity': 'positive'}]"
"The place was real empty but that was because this was the first Sunday they ever opened.","[{'term': 'place', 'polarity': 'negative'}]"
"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.","[{'term': 'place', 'polarity': 'conflict'}, {'term': 'food', 'polarity': 'neutral'}]"
"The place's decor and hidden bathrooms made for a good laugh.","[{'term': 'decor', 'polarity': 'positive'}, {'term': 'bathrooms', 'polarity': 'positive'}]"
"The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.","[{'term': 'plain pizza', 'polarity': 'negative'}, {'term': 'truffle oil', 'polarity': 'neutral'}, {'term': 'wild mushroom(third generation-Fornini) pizza', 'polarity': 'positive'}]"
"The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.","[{'term': 'plain slice', 'polarity': 'positive'}, {'term': 'toppings', 'polarity': 'positive'}]"
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.","[{'term': 'porcini mushroom pasta special', 'polarity': 'negative'}, {'term': 'seafood tagliatelle', 'polarity': 'negative'}]"
"The portion sizes here are huge, and the sushi is good.","[{'term': 'portion sizes', 'polarity': 'positive'}, {'term': 'sushi', 'polarity': 'positive'}]"
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.","[{'term': 'portions', 'polarity': 'positive'}, {'term': 'appetizer', 'polarity': 'neutral'}, {'term': 'entree', 'polarity': 'neutral'}]"
"The portions are large and the servers always surprise us with a different starter.","[{'term': 'portions', 'polarity': 'positive'}, {'term': 'servers', 'polarity': 'positive'}, {'term': 'starter', 'polarity': 'positive'}]"
"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.","[{'term': 'portions', 'polarity': 'negative'}, {'term': 'sauces', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'positive'}]"
"The portions are small but being that the food was so good makes up for that.","[{'term': 'portions', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'positive'}]"
"The price is reasonable although the service is poor.","[{'term': 'price', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]"
"The price very reasonable.","[{'term': 'price', 'polarity': 'positive'}]"
"The price was extremely reasonable for the appetizers and food we ate.","[{'term': 'price', 'polarity': 'positive'}, {'term': 'appetizers', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
"The prices and ambience are especially great considering it's in the West Village.","[{'term': 'prices', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'positive'}]"
"The prices are about $9 for an entree for dinner and even less for lunch.","[{'term': 'prices', 'polarity': 'positive'}, {'term': 'entree', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'neutral'}, {'term': 'lunch', 'polarity': 'positive'}]"
"The prices are exceptionally reasonable for food of this caliber.","[{'term': 'prices', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
"The prices are wonderfully low.","[{'term': 'prices', 'polarity': 'positive'}]"
"The prices cannot be beat for the quality, quantity, freshness and taste.","[{'term': 'prices', 'polarity': 'positive'}, {'term': 'quality', 'polarity': 'positive'}, {'term': 'quantity', 'polarity': 'positive'}, {'term': 'freshness', 'polarity': 'positive'}, {'term': 'taste', 'polarity': 'positive'}]"
"The prices were CHEAP compared to the quality of service and food.","[{'term': 'prices', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
"The prices were fantastic.","[{'term': 'prices', 'polarity': 'positive'}]"
"The production is a symphony, alot of fun to experience.The food sublime for the most part.","[{'term': 'food', 'polarity': 'positive'}]"
"The puke green walls leave a lot to be desired, but the food is very good.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'walls', 'polarity': 'negative'}]"
"The quail was fantastic and unique and the pastas were full of flavor.","[{'term': 'quail', 'polarity': 'positive'}, {'term': 'pastas', 'polarity': 'positive'}, {'term': 'flavor', 'polarity': 'positive'}]"
"The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!","[{'term': 'quality of food', 'polarity': 'positive'}, {'term': 'live jazz', 'polarity': 'positive'}]"
